Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
2930000,1.3060284,3.8141174,999.0,43.171983391046524,43.171983391046524,1.0
2940000,1.3060173,3.7652867,999.0,36.79559510760009,36.79559510760009,1.0
2950000,1.3058878,3.8706558,999.0,30.14857692271471,30.14857692271471,1.0
2960000,1.3058878,3.9713726,999.0,43.553139314986765,43.553139314986765,1.0
2970000,1.3052329,3.9408333,999.0,39.381535079330206,39.381535079330206,1.0
2980000,1.3052183,3.9803643,999.0,39.185126930475235,39.185126930475235,1.0
2990000,1.3039579,4.016675,999.0,45.67771789431572,45.67771789431572,1.0
3000000,1.3037841,3.9453983,999.0,40.554812997579575,40.554812997579575,1.0
3010000,1.3031541,3.9966338,999.0,44.641791857779026,44.641791857779026,1.0
3020000,1.3029765,4.030771,999.0,40.264629915356636,40.264629915356636,1.0
3030000,1.3024665,3.9017677,999.0,40.05398812703788,40.05398812703788,1.0
3040000,1.3022377,3.9066916,999.0,37.27941344678402,37.27941344678402,1.0
3050000,1.302107,3.8967378,999.0,38.55757585167885,38.55757585167885,1.0
3060000,1.3020107,3.8332603,999.0,32.85044887661934,32.85044887661934,1.0
3070000,1.3018537,3.8758194,999.0,31.533503234386444,31.533503234386444,1.0
3080000,1.301688,3.8512218,999.0,40.04123071953654,40.04123071953654,1.0
3090000,1.3015462,3.9125516,999.0,39.995515912771225,39.995515912771225,1.0
3100000,1.3013022,3.898974,999.0,38.88961336016655,38.88961336016655,1.0
3110000,1.3011019,3.9063156,999.0,42.82342749834061,42.82342749834061,1.0
3120000,1.3005936,3.9402428,999.0,38.93351416988298,38.93351416988298,1.0
3130000,1.3005208,3.987677,999.0,40.43543074466288,40.43543074466288,1.0
3140000,1.3002031,3.970899,999.0,38.11743536964059,38.11743536964059,1.0
3150000,1.3001612,3.9124024,999.0,42.66539428383112,42.66539428383112,1.0
3160000,1.2996724,4.0051885,999.0,41.7061327341944,41.7061327341944,1.0
3170000,1.2996724,4.0889597,999.0,45.99738493561745,45.99738493561745,1.0
3180000,1.2994289,3.9920082,999.0,39.705723479390144,39.705723479390144,1.0
3190000,1.299425,4.011996,999.0,35.451533153653145,35.451533153653145,1.0
3200000,1.2993256,4.025585,999.0,41.21294326521456,41.21294326521456,1.0
3210000,1.2993119,4.0739303,999.0,40.24313247203827,40.24313247203827,1.0
3220000,1.2986758,4.082698,999.0,36.96723184082657,36.96723184082657,1.0
3230000,1.2984916,3.904731,999.0,41.37390782125294,41.37390782125294,1.0
3240000,1.298087,3.7166321,999.0,28.927416145801544,28.927416145801544,1.0
3250000,1.2979058,4.041979,999.0,37.54183855559677,37.54183855559677,1.0
3260000,1.2978082,3.9282837,999.0,40.94786584377289,40.94786584377289,1.0
3270000,1.2977353,3.848146,999.0,29.810114957392216,29.810114957392216,1.0
3280000,1.2980387,4.063052,999.0,39.298974042758346,39.298974042758346,1.0
3290000,1.2983721,3.9088173,999.0,34.88819965720177,34.88819965720177,1.0
3300000,1.2983173,3.9148617,999.0,38.292815804481506,38.292815804481506,1.0
3310000,1.2982218,3.872397,999.0,35.67661242932081,35.67661242932081,1.0
3320000,1.2980627,4.051775,999.0,38.02891523018479,38.02891523018479,1.0
3330000,1.2976416,4.0227222,999.0,39.487606935203075,39.487606935203075,1.0
3340000,1.297489,3.943671,999.0,35.32178899273276,35.32178899273276,1.0
3350000,1.2967899,3.9862628,999.0,40.25889077782631,40.25889077782631,1.0
3360000,1.2967275,3.986575,999.0,43.947249583899975,43.947249583899975,1.0
3370000,1.2960604,3.9112031,999.0,35.47408189252019,35.47408189252019,1.0
3380000,1.2960604,3.8759086,999.0,35.21565690636635,35.21565690636635,1.0
3390000,1.2957195,3.887432,999.0,37.98190450668335,37.98190450668335,1.0
3400000,1.295714,3.924356,999.0,35.94712460041046,35.94712460041046,1.0
3410000,1.2954323,3.825373,999.0,32.515463173389435,32.515463173389435,1.0
3420000,1.2953923,3.842034,999.0,38.54111859202385,38.54111859202385,1.0
3430000,1.2949344,3.9395432,999.0,36.95433923229575,36.95433923229575,1.0
3440000,1.2948006,3.9456844,999.0,44.261719211936,44.261719211936,1.0
3450000,1.2944164,3.7553,999.0,32.09876662492752,32.09876662492752,1.0
3460000,1.2942297,3.9331627,999.0,42.24311739951372,42.24311739951372,1.0
3470000,1.2941203,3.6866908,999.0,30.328217089176178,30.328217089176178,1.0
3480000,1.2940471,3.901308,999.0,39.770095044746995,39.770095044746995,1.0
3490000,1.2938519,3.8081212,999.0,33.05297349393368,33.05297349393368,1.0
3500000,1.2936299,3.8389268,999.0,40.332733288407326,40.332733288407326,1.0
3510000,1.2935265,3.8733833,999.0,38.909558683633804,38.909558683633804,1.0
3520000,1.2933637,3.6597888,999.0,32.662386782467365,32.662386782467365,1.0
3530000,1.2933822,3.914655,999.0,43.51704275608063,43.51704275608063,1.0
3540000,1.2934285,3.812973,999.0,37.66261247731745,37.66261247731745,1.0
3550000,1.2933887,3.8817902,999.0,37.328319042921066,37.328319042921066,1.0
3560000,1.2932025,3.8459575,999.0,39.30972311552614,39.30972311552614,1.0
3570000,1.2931542,4.013793,999.0,45.49263709783554,45.49263709783554,1.0
